,Floor,Kitchen,Bedrooms,Bathrooms,Toilets,Primary Energy Consumption (in kWh/m²),Energy Class,CO₂ emission,Heating Type,Double Glazing,Rent (in €),Additional Costs (in €),Tenement,House Type,Living Area (in m²),Furnished,Building Condition,Elevator,Total Rent (in €)
820,1,Others,1,1,1,102,C,20,Gas,Yes,700.0,100,No,Others,36,Yes,As new,Yes,800.0
821,1,Hyper equipped,2,1,1,116,C,44,Gas,Yes,1650.0,100,No,Apartment ,93,Yes,As new,Yes,1750.0
822,6,USA hyper equipped,1,1,1,115,C,18,Gas,Yes,1300.0,180,No,Apartment ,55,Yes,As new,Yes,1480.0
823,4,Hyper equipped,1,1,1,41,Others,46,Gas,Yes,1125.0,0,No,Apartment ,65,No,As new,Yes,1125.0
824,0,Hyper equipped,1,1,1,67,B,46,Gas,Yes,1125.0,0,No,Others,76,No,As new,Yes,1125.0
825,1,Hyper equipped,1,1,1,277,Not specified,61,Others,No,750.0,60,No,Apartment ,65,Unknown,As new,Unknown,810.0
827,0,Hyper equipped,3,1,1,245,Not specified,52,Gas,Yes,1599.0,109,No,Apartment ,112,Yes,As new,Unknown,1708.0
832,5,Hyper equipped,1,1,1,284,F,60,Gas,Yes,1150.0,100,No,Apartment ,70,No,As new,Yes,1250.0
833,2,Hyper equipped,2,1,1,46,Others,56,Gas,Yes,2100.0,165,No,Apartment ,130,No,As new,Yes,2265.0
838,3,Hyper equipped,2,1,1,164,D,32,Gas,Yes,1300.0,200,No,Apartment ,90,No,As new,Yes,1500.0
839,4,Hyper equipped,1,1,1,251,E,53,Gas,Yes,1075.0,100,No,Apartment ,70,No,As new,Yes,1175.0
840,0,Hyper equipped,1,1,1,170,D,33,Gas,Yes,1050.0,100,No,Apartment ,60,No,As new,Yes,1150.0
842,0,Hyper equipped,3,1,1,302,F,64,Gas,Yes,2350.0,250,No,Duplex ,150,No,As new,Yes,2600.0
843,3,Others,1,1,1,247,Not specified,63,Gas,Yes,1250.0,100,No,Apartment ,65,Yes,As new,Yes,1350.0
844,2,Others,2,1,1,65,B,13,Gas,Yes,1500.0,250,No,Apartment ,90,No,As new,No,1750.0
849,0,Installed,3,2,3,161,D,32,Gas,Yes,2350.0,150,No,Apartment ,192,No,As new,No,2500.0
863,1,Hyper equipped,2,1,1,255,Not specified,53,Gas,No,1350.0,0,No,Apartment ,75,Yes,As new,Unknown,1350.0
865,2,Hyper equipped,2,2,3,79,B,42,Gas,Yes,1800.0,0,No,Apartment ,152,No,As new,Yes,1800.0
866,2,Hyper equipped,2,2,3,79,B,36,Gas,Yes,2000.0,0,No,Apartment ,152,No,As new,Yes,2000.0
868,0,Hyper equipped,2,1,1,214,Not specified,49,Gas,Yes,1400.0,99,No,Apartment ,112,Yes,As new,Unknown,1499.0
869,2,Hyper equipped,2,1,1,124,C,24,Gas,Yes,1450.0,100,No,Apartment ,79,No,As new,Yes,1550.0
872,4,USA hyper equipped,2,1,2,97,C,20,Gas,Yes,2450.0,350,No,Apartment ,160,No,As new,Yes,2800.0
873,3,Hyper equipped,2,1,1,254,E,56,Gas,Yes,595.0,140,No,Others,38,Yes,Good,Unknown,735.0
874,2,Hyper equipped,1,1,1,172,D,37,Gas,Yes,1100.0,40,No,Others,70,No,Good,No,1140.0
875,1,Hyper equipped,2,1,2,260,E,55,Gas,Yes,1330.0,30,No,Duplex ,100,No,As new,Yes,1360.0
876,2,Hyper equipped,3,1,1,136,C,27,Gas,Yes,1450.0,0,No,Apartment ,124,No,As new,No,1450.0
877,3,USA hyper equipped,2,2,1,247,Not specified,63,Gas,Yes,1250.0,80,No,Others,80,No,As new,Yes,1330.0
878,2,USA hyper equipped,2,2,2,205,Not specified,47,Gas,Yes,1850.0,300,No,Apartment ,125,No,Just renovated,Yes,2150.0
879,2,Installed,1,1,1,390,Not specified,32,Gas,Yes,820.0,45,No,Others,50,Yes,As new,No,865.0
883,6,Installed,3,2,2,90,B,18,Gas,Yes,2200.0,175,No,Others,134,Yes,As new,Yes,2375.0
884,4,USA hyper equipped,3,2,2,97,C,20,Gas,Yes,2450.0,350,No,Apartment ,141,No,As new,Yes,2800.0
886,0,USA hyper equipped,1,1,1,179,D,32,Gas,Yes,1050.0,70,No,Apartment ,62,No,Just renovated,Yes,1120.0
887,4,Installed,2,1,1,216,E,56,Others,Yes,850.0,230,No,Apartment ,73,No,Good,Yes,1080.0
889,1,Installed,2,1,1,297,F,59,Gas,Yes,1300.0,200,No,Apartment ,94,No,Just renovated,Yes,1500.0
890,2,Hyper equipped,1,1,1,202,D,43,Gas,Yes,790.0,120,No,Apartment ,63,No,Just renovated,Unknown,910.0
891,2,USA hyper equipped,3,2,2,22,Others,5,Gas,Yes,1650.0,140,No,Apartment ,115,No,As new,Yes,1790.0
893,1,USA hyper equipped,2,2,2,90,B,17,Gas,Yes,1650.0,100,No,Apartment ,93,Yes,As new,Yes,1750.0
894,6,Installed,2,1,1,217,Not specified,46,Gas,No,1200.0,250,No,Others,90,Unknown,As new,Yes,1450.0
897,2,Hyper equipped,2,2,1,222,E,42,Gas,Yes,1600.0,0,No,Apartment ,134,No,As new,Yes,1600.0
898,3,Hyper equipped,2,2,2,255,E,51,Gas,Yes,1380.0,15,No,Others,80,No,Just renovated,No,1395.0
901,4,USA installed,2,1,1,284,F,60,Gas,Yes,1150.0,120,No,Apartment ,78,No,As new,Yes,1270.0
902,3,USA hyper equipped,3,2,2,205,Not specified,47,Gas,Yes,1850.0,140,No,Apartment ,112,No,As new,Yes,1990.0
903,1,USA installed,1,1,1,138,C,28,Gas,Yes,900.0,100,No,Apartment ,70,Yes,As new,Yes,1000.0
904,2,Installed,1,1,1,161,D,34,Gas,Yes,780.0,15,No,Apartment ,66,No,Good,Unknown,795.0
905,2,Others,1,1,1,357,Not specified,85,Gas,Yes,700.0,30,No,Apartment ,46,Unknown,As new,No,730.0
906,0,Hyper equipped,4,1,2,160,Not specified,50,Gas,Yes,2150.0,350,No,Apartment ,170,No,As new,Unknown,2500.0
907,0,Others,2,1,1,255,Not specified,53,Gas,Yes,1350.0,0,No,Duplex ,85,Unknown,Just renovated,Unknown,1350.0
908,3,USA hyper equipped,2,2,2,102,C,25,Gas,Yes,1400.0,300,No,Apartment ,115,No,Good,Yes,1700.0
909,4,Installed,2,1,3,255,Not specified,53,Gas,No,1350.0,0,No,Others,105,No,As new,Unknown,1350.0
910,3,Hyper equipped,3,2,2,195,D,42,Gas,Yes,1650.0,400,No,Apartment ,134,No,Good,Yes,2050.0
911,1,Hyper equipped,3,1,2,119,C,63,Gas,Yes,1250.0,150,No,Apartment ,95,No,Good,Yes,1400.0
914,4,Hyper equipped,3,2,2,157,D,33,Gas,Yes,1950.0,260,No,Apartment ,115,No,As new,Yes,2210.0
915,6,USA hyper equipped,3,3,2,205,Not specified,47,Gas,Yes,1850.0,250,No,Apartment ,135,No,Just renovated,Yes,2100.0
916,5,USA installed,3,2,2,179,D,38,Gas,Yes,1950.0,300,No,Duplex ,76,Yes,As new,Yes,2250.0
918,0,Hyper equipped,3,1,2,297,F,59,Gas,Yes,1400.0,50,No,Apartment ,130,Unknown,As new,Unknown,1450.0
919,0,Installed,3,2,3,227,Not specified,57,Gas,Yes,2300.0,350,No,Apartment ,184,No,Good,Yes,2650.0
921,1,Hyper equipped,2,2,2,161,Not specified,36,Gas,Yes,1290.0,20,No,Others,90,Unknown,Just renovated,No,1310.0
922,0,Hyper equipped,1,1,1,234,Not specified,49,Gas,Yes,1150.0,0,No,Apartment ,70,No,As new,Unknown,1150.0
923,3,USA hyper equipped,1,1,1,182,Not specified,36,Gas,No,860.0,140,No,Apartment ,70,Yes,Good,No,1000.0
924,5,Installed,2,1,1,241,E,72,Gas,No,1000.0,200,No,Apartment ,92,No,As new,Yes,1200.0
928,1,Installed,3,2,2,219,E,42,Gas,Yes,1800.0,250,No,Apartment ,180,No,Just renovated,Yes,2050.0
929,4,USA installed,2,2,2,109,C,21,Gas,Yes,1500.0,250,No,Others,85,Yes,As new,Yes,1750.0
931,1,Installed,1,1,1,245,Not specified,38,Gas,No,950.0,25,No,Apartment ,70,No,As new,Unknown,975.0
932,6,Hyper equipped,3,2,2,90,B,18,Gas,Yes,2200.0,175,No,Apartment ,134,Yes,As new,Yes,2375.0
933,1,USA hyper equipped,2,1,1,104,C,22,Gas,Yes,1500.0,225,No,Apartment ,75,Yes,As new,Yes,1725.0
934,6,USA hyper equipped,2,2,1,233,E,37,Others,Yes,1550.0,175,No,Apartment ,71,Yes,As new,Yes,1725.0
935,1,USA hyper equipped,2,1,1,107,C,22,Gas,Yes,1350.0,150,No,Apartment ,91,Yes,As new,Yes,1500.0
936,0,USA hyper equipped,3,2,2,107,C,21,Gas,Yes,2200.0,300,No,Apartment ,118,Yes,As new,Yes,2500.0
937,2,USA hyper equipped,3,2,2,211,D,33,Gas,Yes,1900.0,200,No,Apartment ,93,Yes,As new,Yes,2100.0
938,1,Others,1,1,1,233,Not specified,58,Gas,No,1100.0,50,No,Apartment ,60,Unknown,As new,No,1150.0
939,4,USA hyper equipped,2,2,1,109,C,21,Gas,Yes,1500.0,250,No,Others,84,Yes,As new,Yes,1750.0
940,1,USA hyper equipped,1,1,1,66,B,14,Gas,Yes,900.0,130,No,Others,45,Yes,As new,Yes,1030.0
941,2,Hyper equipped,3,2,2,139,C,30,Gas,Yes,1950.0,180,No,Apartment ,139,No,As new,Yes,2130.0
943,2,Hyper equipped,3,2,2,139,C,30,Gas,Yes,1950.0,180,No,Apartment ,139,No,As new,Yes,2130.0
944,1,USA hyper equipped,1,1,1,104,C,15,Gas,Yes,750.0,150,No,Others,45,No,As new,Yes,900.0
945,2,Hyper equipped,1,1,1,171,D,34,Gas,Yes,650.0,65,No,Apartment ,56,No,As new,Unknown,715.0
946,4,Installed,2,1,1,156,D,34,Gas,Yes,1100.0,160,No,Apartment ,100,No,As new,Yes,1260.0
950,0,Hyper equipped,3,2,2,280,F,42,Gas,Yes,1800.0,0,No,Others,140,No,Good,No,1800.0
951,3,USA hyper equipped,1,1,1,225,E,50,Gas,Yes,1050.0,0,No,Apartment ,60,Yes,As new,No,1050.0
952,4,USA hyper equipped,2,2,2,102,C,26,Gas,Yes,1600.0,150,No,Apartment ,119,No,As new,Yes,1750.0
953,3,USA hyper equipped,2,1,1,255,Not specified,53,Gas,Yes,1350.0,250,No,Apartment ,100,No,As new,Yes,1600.0
954,1,USA hyper equipped,2,2,2,53,B,10,Gas,Yes,1850.0,100,No,Apartment ,80,Yes,As new,Yes,1950.0
955,1,USA hyper equipped,2,2,2,53,B,10,Gas,Yes,1850.0,100,No,Apartment ,80,Yes,As new,Yes,1950.0
956,0,Hyper equipped,1,1,1,291,F,58,Gas,Yes,850.0,200,No,Others,60,No,As new,Yes,1050.0
957,6,USA installed,2,1,1,183,D,15,Gas,Yes,950.0,200,No,Apartment ,75,Unknown,Just renovated,Yes,1150.0
958,0,Hyper equipped,1,1,1,235,E,85,Gas,Yes,700.0,200,No,Others,50,No,As new,Unknown,900.0
959,0,Hyper equipped,1,1,1,250,E,50,Gas,Yes,1100.0,50,No,Apartment ,70,No,Just renovated,No,1150.0
960,1,USA hyper equipped,2,1,1,219,E,41,Gas,Yes,1380.0,150,No,Apartment ,70,No,As new,No,1530.0
961,0,USA hyper equipped,3,1,2,400,Others,87,Gas,Yes,2100.0,0,No,Others,160,No,As new,No,2100.0
962,0,Installed,2,1,2,216,E,46,Gas,Yes,1700.0,250,No,Others,129,No,As new,Yes,1950.0
963,0,Hyper equipped,4,2,3,259,E,52,Gas,Yes,2250.0,0,No,Others,180,No,Good,No,2250.0
964,1,Hyper equipped,3,1,2,178,D,35,Gas,Yes,1700.0,250,No,Apartment ,119,No,As new,Yes,1950.0
966,2,Hyper equipped,3,2,2,125,C,26,Gas,Yes,1220.0,130,No,Apartment ,106,No,Good,Yes,1350.0
967,3,USA hyper equipped,2,1,1,143,C,28,Gas,Yes,1100.0,60,No,Apartment ,76,No,Good,No,1160.0
969,0,Hyper equipped,3,2,2,292,F,58,Gas,Yes,1650.0,0,No,Others,120,No,Good,No,1650.0
970,2,Hyper equipped,2,2,3,226,E,36,Others,Yes,2200.0,1,No,Apartment ,180,No,Good,Yes,2201.0
971,1,USA hyper equipped,3,2,2,95,B,24,Gas,Yes,2150.0,350,No,Apartment ,132,No,Just renovated,Yes,2500.0
972,2,Hyper equipped,2,1,1,112,C,22,Gas,Yes,650.0,150,No,Others,23,No,As new,Yes,800.0
973,4,Installed,2,1,1,243,E,48,Gas,Yes,1150.0,50,No,Apartment ,100,No,As new,Yes,1200.0
975,1,Installed,1,1,1,297,F,59,Gas,Yes,1295.0,50,No,Apartment ,80,No,Good,Unknown,1345.0
979,5,Installed,1,1,1,192,D,49,Others,Yes,980.0,0,No,Apartment ,70,No,Good,Unknown,980.0
981,0,USA hyper equipped,1,1,1,95,B,10,Gas,Yes,1145.0,55,No,Others,65,Unknown,As new,Yes,1200.0
982,0,USA hyper equipped,2,2,2,111,C,19,Gas,Yes,1350.0,150,No,Others,96,Unknown,As new,Yes,1500.0
983,2,USA hyper equipped,2,1,2,274,E,55,Gas,Yes,1350.0,70,No,Apartment ,106,Unknown,Just renovated,No,1420.0
984,2,USA installed,1,1,1,86,B,17,Gas,Yes,850.0,100,No,Others,43,Unknown,As new,Yes,950.0
985,1,Hyper equipped,2,1,1,240,E,51,Gas,Yes,1250.0,150,No,Apartment ,85,Unknown,Good,Yes,1400.0
986,1,Installed,1,1,1,217,Not specified,46,Gas,Yes,1200.0,0,No,Apartment ,65,Yes,Good,Yes,1200.0
987,1,USA hyper equipped,1,1,1,8,Others,61,Gas,Yes,990.0,180,No,Apartment ,55,Yes,Good,Yes,1170.0
989,1,Hyper equipped,1,1,1,247,Not specified,63,Gas,No,1250.0,200,No,Apartment ,95,Unknown,As new,Unknown,1450.0
990,4,Hyper equipped,2,1,1,233,Not specified,58,Gas,Yes,1100.0,150,No,Apartment ,90,Yes,Just renovated,Yes,1250.0
991,3,Installed,1,1,1,322,Not specified,72,Others,Yes,740.0,10,No,Others,35,Yes,As new,Unknown,750.0
992,1,Hyper equipped,1,1,1,306,F,66,Gas,Yes,1000.0,40,No,Apartment ,75,No,As new,No,1040.0
993,3,Hyper equipped,1,1,1,182,D,55,Others,Yes,1100.0,200,No,Apartment ,70,Yes,As new,Yes,1300.0
994,0,Hyper equipped,1,1,1,293,F,76,Others,Yes,1350.0,150,No,Apartment ,100,Yes,As new,Yes,1500.0
995,0,USA hyper equipped,1,1,1,368,Others,59,Gas,Yes,900.0,60,No,Apartment ,60,No,As new,Unknown,960.0
996,3,Installed,2,2,2,200,D,30,Gas,Yes,1600.0,75,No,Apartment ,105,No,As new,Yes,1675.0
997,1,Others,1,1,1,320,F,64,Gas,Yes,730.0,55,No,Apartment ,54,No,Just renovated,Unknown,785.0
1000,3,Installed,1,1,1,245,Not specified,53,Gas,Yes,950.0,50,No,Apartment ,80,No,As new,Unknown,1000.0
1001,0,Installed,1,1,1,177,D,78,Gas,Yes,920.0,30,No,Apartment ,60,Yes,As new,Unknown,950.0
1003,1,Hyper equipped,1,1,1,135,C,26,Gas,No,1350.0,50,No,Apartment ,60,Yes,As new,Unknown,1400.0
1004,0,USA installed,2,1,2,138,C,27,Gas,Yes,1920.0,150,No,Apartment ,98,Unknown,As new,No,2070.0
1005,1,Installed,1,1,1,187,D,41,Gas,No,850.0,50,No,Apartment ,75,No,As new,Unknown,900.0
1006,0,USA installed,2,1,2,138,C,27,Gas,Yes,1920.0,150,No,Apartment ,98,Unknown,As new,No,2070.0
1009,2,Hyper equipped,1,1,1,182,Not specified,40,Gas,No,925.0,145,No,Apartment ,50,No,As new,Unknown,1070.0
1013,3,USA installed,1,1,1,365,Not specified,79,Gas,Yes,800.0,300,No,Apartment ,65,Yes,As new,Yes,1100.0
1014,0,USA hyper equipped,2,2,1,89,B,36,Gas,Yes,1290.0,110,No,Others,98,No,As new,Yes,1400.0
1015,0,Hyper equipped,3,3,3,128,C,23,Gas,Yes,2350.0,245,No,Apartment ,210,No,As new,Yes,2595.0
1016,0,Hyper equipped,1,1,1,150,C,30,Gas,Yes,1350.0,0,No,Others,80,Unknown,As new,No,1350.0
1017,4,Others,3,2,1,315,F,46,Gas,Yes,1200.0,0,No,Apartment ,130,No,Just renovated,No,1200.0
1018,5,Hyper equipped,4,1,2,307,F,53,Gas,Yes,2400.0,0,No,Apartment ,200,No,Just renovated,Yes,2400.0
1020,3,Hyper equipped,2,1,1,142,C,36,Gas,No,2000.0,0,No,Apartment ,110,Yes,As new,Yes,2000.0
1021,0,Hyper equipped,1,1,1,272,Not specified,58,Gas,Yes,850.0,150,No,Duplex ,70,No,As new,No,1000.0
1022,4,Installed,1,1,1,247,Not specified,63,Gas,Yes,1250.0,70,No,Apartment ,70,Unknown,As new,Yes,1320.0
1023,1,USA hyper equipped,3,2,2,175,D,38,Gas,Yes,2500.0,180,No,Others,143,No,As new,Yes,2680.0
1024,2,Hyper equipped,1,1,1,272,Not specified,58,Gas,Yes,850.0,100,No,Others,45,No,As new,Unknown,950.0
1025,3,Others,3,1,2,206,D,41,Gas,Yes,1750.0,0,No,Apartment ,160,No,Just renovated,Yes,1750.0
1027,0,Hyper equipped,2,1,1,217,Not specified,46,Gas,Yes,1200.0,0,No,Apartment ,95,Unknown,As new,Yes,1200.0
1028,3,Hyper equipped,1,1,1,357,Not specified,85,Gas,Yes,700.0,150,No,Others,75,No,Good,Unknown,850.0
1030,4,Hyper equipped,3,1,1,225,E,69,Others,Yes,1150.0,200,No,Apartment ,115,No,As new,Yes,1350.0
1031,2,Installed,1,1,1,224,E,58,Gas,Yes,850.0,20,No,Apartment ,75,Unknown,Good,No,870.0
1033,2,USA hyper equipped,3,1,1,134,C,26,Gas,Yes,1950.0,200,No,Apartment ,125,No,As new,Yes,2150.0
1034,0,Installed,1,1,1,335,F,72,Gas,Yes,850.0,0,No,Others,51,No,Good,No,850.0
1035,1,USA hyper equipped,1,1,2,193,D,38,Gas,Yes,1450.0,200,No,Others,100,Yes,As new,Yes,1650.0
1044,1,USA hyper equipped,1,1,1,76,B,50,Gas,Yes,1050.0,150,No,Others,68,No,As new,Yes,1200.0
1045,3,Installed,1,1,1,138,C,26,Gas,Yes,750.0,140,No,Apartment ,80,No,Just renovated,Yes,890.0
1047,3,USA hyper equipped,1,2,2,217,E,46,Gas,Yes,1100.0,100,No,Apartment ,110,No,Good,No,1200.0
1050,3,Hyper equipped,3,1,2,200,D,44,Gas,Yes,1650.0,50,No,Apartment ,160,No,As new,Yes,1700.0
1051,0,Hyper equipped,3,2,4,344,F,68,Gas,Yes,2600.0,0,No,Others,200,No,Good,Unknown,2600.0
1053,2,Hyper equipped,2,1,1,206,D,41,Gas,Yes,910.0,51,No,Apartment ,75,No,As new,Unknown,961.0
1054,3,USA installed,1,1,1,277,Not specified,61,Gas,Yes,750.0,50,No,Others,36,Unknown,Just renovated,No,800.0
1057,4,USA hyper equipped,1,1,1,231,E,46,Gas,Yes,1200.0,40,No,Others,100,No,Good,No,1240.0
1058,3,Hyper equipped,1,1,1,234,Not specified,49,Gas,Yes,1150.0,100,No,Apartment ,70,Yes,As new,Unknown,1250.0
1059,0,Hyper equipped,1,1,1,294,F,39,Gas,Yes,1000.0,100,No,Apartment ,50,Yes,As new,Unknown,1100.0
1060,4,Hyper equipped,1,1,1,197,D,58,Gas,Yes,850.0,130,No,Apartment ,75,Unknown,As new,Yes,980.0
1061,6,Hyper equipped,1,1,1,81,B,16,Gas,Yes,1500.0,75,No,Apartment ,70,Yes,As new,Yes,1575.0
1062,0,USA installed,5,1,3,202,Not specified,43,Gas,Yes,2350.0,0,No,Others,180,Unknown,Just renovated,No,2350.0
1063,3,Hyper equipped,2,1,1,121,C,32,Gas,Yes,1150.0,0,No,Apartment ,120,No,As new,Yes,1150.0
1065,6,Hyper equipped,2,1,1,297,F,47,Others,Yes,925.0,52,No,Apartment ,82,No,Good,Yes,977.0
1067,0,Hyper equipped,1,1,1,343,F,68,Gas,Yes,990.0,20,No,Others,68,No,Good,Unknown,1010.0
1068,3,USA hyper equipped,1,1,1,99,C,20,Gas,Yes,1250.0,175,No,Apartment ,60,Yes,As new,Yes,1425.0
1069,3,USA hyper equipped,3,2,2,169,D,39,Gas,Yes,2600.0,0,No,Duplex ,149,Yes,Just renovated,Yes,2600.0
1071,1,Hyper equipped,3,1,3,115,C,22,Gas,Yes,2600.0,200,No,Apartment ,200,Unknown,Just renovated,Yes,2800.0
1072,3,USA hyper equipped,2,2,1,105,C,20,Gas,Yes,1600.0,250,No,Apartment ,89,Yes,As new,Yes,1850.0
1074,5,Installed,2,1,1,210,D,33,Others,Yes,990.0,100,No,Apartment ,70,Yes,As new,Yes,1090.0
1076,3,USA hyper equipped,3,2,2,91,B,17,Gas,Yes,1550.0,50,No,Duplex ,94,Unknown,As new,Unknown,1600.0
1077,1,USA hyper equipped,1,1,1,308,F,61,Gas,Yes,920.0,45,No,Apartment ,65,No,Good,No,965.0
1078,1,USA installed,1,1,1,246,Not specified,52,Gas,Yes,885.0,0,No,Apartment ,70,Unknown,As new,Unknown,885.0
1079,1,Hyper equipped,3,2,2,115,C,14,Others,Yes,1550.0,180,No,Apartment ,130,No,As new,Yes,1730.0
1080,3,Others,1,1,1,277,Not specified,61,Gas,Yes,750.0,150,No,Apartment ,40,Yes,As new,No,900.0
1081,0,Others,1,1,1,178,D,45,Gas,Yes,850.0,250,No,Apartment ,65,No,Good,Yes,1100.0
1083,2,USA hyper equipped,2,1,1,310,F,37,Gas,Yes,960.0,105,No,Apartment ,86,No,As new,Unknown,1065.0
1084,2,Hyper equipped,1,1,1,111,C,22,Gas,Yes,1240.0,55,No,Apartment ,67,Yes,Just renovated,Unknown,1295.0
1085,3,Hyper equipped,3,1,2,131,C,26,Gas,Yes,1780.0,135,No,Apartment ,125,No,As new,Yes,1915.0
1086,1,USA hyper equipped,1,1,2,279,F,55,Gas,Yes,1050.0,30,No,Apartment ,75,No,As new,Unknown,1080.0
1087,0,Hyper equipped,3,1,2,424,Others,82,Gas,Yes,2500.0,0,No,Others,145,No,As new,No,2500.0
1088,1,Hyper equipped,2,1,2,78,B,49,Gas,Yes,1400.0,100,No,Apartment ,118,No,As new,Yes,1500.0
1089,3,USA hyper equipped,2,1,1,214,E,63,Gas,Yes,1250.0,30,No,Others,80,No,As new,Unknown,1280.0
1091,1,Hyper equipped,2,1,1,176,D,34,Gas,Yes,1050.0,35,No,Apartment ,70,Yes,As new,Unknown,1085.0
1092,1,Hyper equipped,2,1,1,161,Not specified,36,Gas,Yes,1290.0,210,No,Apartment ,100,No,Just renovated,Yes,1500.0
1095,5,USA hyper equipped,2,1,1,190,D,41,Gas,Yes,1300.0,200,No,Apartment ,95,No,As new,Yes,1500.0
1096,0,Installed,2,1,2,147,C,37,Gas,Yes,1300.0,0,No,Apartment ,150,No,Good,Yes,1300.0
1097,1,Installed,3,2,2,115,C,24,Gas,Yes,1550.0,180,No,Apartment ,128,No,Good,Yes,1730.0
1098,4,Hyper equipped,2,1,2,178,D,41,Gas,Yes,1900.0,0,No,Apartment ,110,No,As new,Unknown,1900.0
1099,2,Hyper equipped,1,1,1,37,Others,8,Gas,Yes,950.0,150,No,Apartment ,69,No,As new,Yes,1100.0
1100,3,Hyper equipped,2,1,1,365,Not specified,79,Gas,Yes,800.0,50,No,Apartment ,50,Unknown,As new,No,850.0
1101,1,Installed,2,1,1,206,Not specified,50,Gas,Yes,1050.0,20,No,Duplex ,90,Unknown,As new,No,1070.0
1102,1,USA hyper equipped,2,1,1,122,C,24,Gas,Yes,1580.0,75,No,Apartment ,98,Unknown,As new,No,1655.0
1104,0,Hyper equipped,2,1,1,217,Not specified,46,Gas,Yes,1200.0,0,No,Others,140,Unknown,As new,No,1200.0
1106,3,USA hyper equipped,3,3,2,159,D,17,Gas,Yes,1750.0,0,No,Apartment ,160,No,Just renovated,Yes,1750.0
1109,2,Hyper equipped,2,1,1,228,E,45,Gas,Yes,1380.0,0,No,Apartment ,100,No,Just renovated,Unknown,1380.0
1110,1,Others,3,2,1,214,E,58,Gas,Yes,1100.0,300,No,Apartment ,126,No,As new,Yes,1400.0
1111,3,Installed,2,1,2,193,D,36,Gas,Yes,1100.0,350,No,Apartment ,100,Unknown,Good,Unknown,1450.0
1112,4,USA installed,1,1,1,80,B,14,Gas,Yes,970.0,60,No,Apartment ,65,Yes,Just renovated,Yes,1030.0
1113,4,Hyper equipped,1,1,1,233,Not specified,58,Gas,Yes,1100.0,150,No,Apartment ,105,Unknown,As new,Yes,1250.0
1114,0,USA hyper equipped,2,1,2,160,Not specified,50,Gas,Yes,2150.0,150,No,Others,101,No,As new,Yes,2300.0
1115,6,Installed,1,1,1,354,Others,56,Others,Yes,750.0,110,No,Others,30,Yes,Good,Yes,860.0
1116,3,USA hyper equipped,2,1,1,117,C,25,Gas,Yes,1050.0,75,No,Duplex ,90,No,Good,No,1125.0
1117,3,USA hyper equipped,1,1,1,155,D,31,Gas,Yes,950.0,150,No,Apartment ,56,No,As new,Yes,1100.0
1118,1,USA hyper equipped,2,1,1,122,C,26,Gas,Yes,1250.0,120,No,Apartment ,100,No,As new,Yes,1370.0
1119,2,USA hyper equipped,2,2,2,185,Not specified,36,Gas,Yes,2000.0,120,No,Apartment ,130,No,As new,Yes,2120.0
1121,0,Hyper equipped,2,1,1,194,D,38,Gas,Yes,1260.0,40,No,Apartment ,75,No,Just renovated,No,1300.0
1122,1,USA hyper equipped,2,2,2,125,C,26,Gas,Yes,1495.0,95,No,Apartment ,103,No,As new,Yes,1590.0
1123,3,Hyper equipped,2,1,1,180,D,39,Gas,Yes,1450.0,200,No,Apartment ,100,Yes,As new,Yes,1650.0
1125,2,USA hyper equipped,2,1,2,87,B,21,Gas,Yes,1600.0,150,No,Apartment ,103,No,As new,Yes,1750.0
1126,2,USA hyper equipped,3,1,1,134,C,26,Gas,Yes,1950.0,200,No,Apartment ,125,No,As new,Yes,2150.0
1127,2,USA hyper equipped,1,1,1,259,E,50,Gas,Yes,1150.0,150,No,Apartment ,90,No,Good,Unknown,1300.0
1128,1,Hyper equipped,3,1,2,100,C,21,Gas,Yes,1650.0,175,No,Apartment ,140,No,As new,Yes,1825.0
1129,3,Hyper equipped,2,1,1,108,C,21,Gas,Yes,1500.0,200,No,Apartment ,140,No,Good,Yes,1700.0
1130,0,Hyper equipped,1,1,2,187,D,40,Gas,Yes,1100.0,50,No,Duplex ,78,Yes,Good,Unknown,1150.0
1132,3,USA hyper equipped,2,1,1,34,Others,7,Gas,Yes,1350.0,165,No,Apartment ,96,No,As new,Yes,1515.0
1133,2,Hyper equipped,2,2,2,173,D,34,Gas,Yes,1950.0,50,No,Duplex ,160,No,Good,No,2000.0
1134,0,Installed,2,1,2,338,F,67,Gas,Yes,1300.0,120,No,Apartment ,89,No,Others,No,1420.0
1135,4,USA installed,2,2,2,197,D,31,Others,Yes,950.0,150,No,Apartment ,88,No,As new,Yes,1100.0
1136,2,Installed,2,1,1,256,E,51,Gas,Yes,1100.0,250,No,Apartment ,100,No,Good,Yes,1350.0
1138,3,Installed,2,2,2,100,C,20,Gas,Yes,1500.0,60,No,Duplex ,100,No,Just renovated,No,1560.0
1139,0,USA hyper equipped,3,2,2,181,Not specified,8,Gas,Yes,1550.0,150,No,Apartment ,140,No,As new,Yes,1700.0
1140,5,Hyper equipped,2,1,1,220,Not specified,47,Gas,No,1300.0,0,No,Apartment ,90,Unknown,As new,Yes,1300.0
1141,2,Hyper equipped,1,1,1,126,C,25,Gas,Yes,710.0,70,No,Apartment ,50,No,As new,No,780.0
1142,3,Others,1,1,1,322,F,62,Gas,Yes,780.0,0,No,Apartment ,55,No,As new,Unknown,780.0
